FRAME_STOCK,SPEED (IPS),TIME/STRIP,PACKAGE_CODE,Package size ,Package group,Lead frame type by frame stock ,Unit/strip,Lead frame,Process
FR1837,5.0,164.2,4QC400M600U034U,6X4,QFN,0,450.0,CU,
FR1837,5.0,164.2,RQ-400E600Z034U,6X4,QFN,0,450.0,CU,
FR1837,5.0,164.2,RQ-400M600S034U,6X4,QFN,0,450.0,CU,
FR1862,5.0,178.29,4Q-400E600U034U,6X4,QFN,0,450.0,CU,
FR1862,5.0,178.29,4Q-400M600U034U,6X4,QFN,0,450.0,CU,
FR1862,5.0,178.29,4QC400M600U034U,6X4,QFN,0,450.0,CU,
FR1862,5.0,178.29,RQ-400M600S034U,6X4,QFN,0,450.0,CU,
FR4003,5.0,178.39,TQC500M500W031U,5X5,QFN,0,440.0,CU,
FR4006,5.0,158.25,NQ-900M9001064U,9X9,SLP,,120.0,,Full Cut
FR4006,5.0,158.25,TQ-900E9001064U,9X9,SLP,,120.0,,Full Cut
FR4006,5.0,158.25,TQ-900E900B064U,9X9,QFN,Copper,120.0,CU,
FR4006,5.0,158.25,TQ-900M9001064U,9X9,SLP,,120.0,,Full Cut
FR4006,5.0,158.25,TQC900E9001064U,9X9,SLP,,120.0,,Full Cut
FR4006,5.0,158.25,TQC900M9001064U,9X9,SLP,,120.0,,Full Cut
FR5001,3.0,319.07,TD-200E200C006D,2X2,QFN,0,2470.0,0,
FR5001,3.0,319.07,TD-200E200C006P,2X2,QFN,0,2470.0,0,
FR5001,3.0,319.07,TDC200E200C006D,2X2,QFN,0,2470.0,0,
FR5001,3.0,319.07,TDC200E200C006Y,2X2,QFN,0,2470.0,0,
FR5003,3.0,303.95,TD-200E200B008B,2X2,QFN,Full PPF,2470.0,Full PPF,
FR5003,3.0,303.95,TD-200E200B008P,2X2,QFN,Full PPF,2470.0,Full PPF,
FR5003,3.0,303.95,TD-200E200B008Y,2X2,QFN,Full PPF,2470.0,Full PPF,
FR5003,3.0,303.95,TDC200E200B008B,2X2,QFN,Full PPF,2470.0,Full PPF,
FR5003,3.0,303.95,TDC200E200B008Y,2X2,QFN,Full PPF,2470.0,Full PPF,
FR5005,3.0,214.05,NQ-500E500A040B,5X5,QFN,Full PPF,440.0,Full PPF,
FR5005,3.0,214.05,NQ-500E500A040P,5X5,QFN,Full PPF,440.0,Full PPF,
FR5005,3.0,214.05,NQC500E500A040B,5X5,QFN,Full PPF,440.0,Full PPF,
FR5005,3.0,214.05,NQC500E500A040Y,5X5,QFN,Full PPF,440.0,Full PPF,
FR5005,3.0,214.05,TQC500E500A040Y,5X5,QFN,Full PPF,440.0,Full PPF,
FR5008,3.0,306.87,ND-300E300B010D,3X3,QFN,0,1170.0,0,
FR5008,3.0,306.87,ND-300E300B010P,3X3,QFN,0,1170.0,0,
FR5008,3.0,306.87,ND-300S300B010D,3X3,QFN,0,1170.0,0,
FR5008,3.0,306.87,NDC300E300B010D,3X3,QFN,0,1170.0,0,
FR5008,3.0,306.87,NDC300E300B010K,3X3,QFN,0,1170.0,0,
FR5008,3.0,306.87,NDC300E300B010P,3X3,QFN,0,1170.0,0,
FR5008,3.0,306.87,NDC300E300B010Y,3X3,QFN,0,1170.0,0,
FR5028,3.0,291.07,ND-400E400D008Y,4X4,QFN,Full PPF,700.0,Full PPF,
FR5028,3.0,291.07,NDC400E400D008B,4X4,QFN,Full PPF,700.0,Full PPF,
FR5028,3.0,291.07,NDC400E400D008D,4X4,QFN,Full PPF,700.0,Full PPF,
FR5028,3.0,291.07,NDC400E400D008Y,4X4,QFN,Full PPF,700.0,Full PPF,
FR5028,3.0,291.07,NDC400M400D008B,4X4,QFN,Full PPF,700.0,Full PPF,
FR5028,3.0,291.07,NDC400M400D008P,4X4,QFN,Full PPF,700.0,Full PPF,
FR5050,5.0,261.91,NQ-300E300B016Z,3X3,QFN,0,1170.0,CU,
FR5050,5.0,261.91,NQC300E300B016Z,3X3,QFN,0,1170.0,CU,
FR5051,5.0,174.31,MD-400M400D008Z,4X4,QFN,0,700.0,CU,
FR5051,5.0,174.31,ND-400E400D008Z,4X4,QFN,0,700.0,CU,
FR5051,5.0,174.31,NDC400E400D008U,4X4,QFN,0,700.0,CU,
FR5051,5.0,174.31,NDC400E400D008Z,4X4,QFN,0,700.0,CU,
FR5055,5.0,311.38,TD-300E2001010Z,2X3,SLP,,1710.0,,Full Cut
FR5055,5.0,311.38,TDC300E2001010Z,2X3,SLP,,1710.0,,Full Cut
FR5068,5.0,189.98,NQ-500E5001028Z,5X5,SLP,,440.0,,Full Cut
FR5068,5.0,189.98,NQC500E5001028Z,5X5,SLP,,440.0,,Full Cut
FR5068,5.0,189.98,TQ-500E5001028Z,5X5,SLP,,440.0,,Full Cut
FR5071,5.0,177.56,ND-500E4001016U,4X5,SLP,,550.0,,Full Cut
FR5071,5.0,177.56,NDC500E4001016U,5X4,SLP,,550.0,,Full Cut
FR5071,5.0,177.56,NDC500E4001016Z,4X5,SLP,,550.0,,Full Cut
FR5077,5.0,155.16,4DC600M500U012U,5X6,QFN,0,360.0,CU,
FR5077,5.0,155.16,4Q-500M600U041U,6X5,QFN,0,360.0,CU,
FR5077,5.0,155.16,4QC500E600U041U,6X5,QFN,0,360.0,CU,
FR5077,5.0,155.16,4QC500M600U041U,6X5,QFN,0,360.0,CU,
FR5078,5.0,166.02,4DC600M500U012U,5X6,QFN,0,360.0,CU,
FR5079,5.0,222.04,4DC500M400U018U,4X5,QFN,0,560.0,CU,
FR5083,5.0,165.53,NQ-500E5001032Z,5X5,SLP,,440.0,,Full Cut
FR5083,5.0,165.53,NQC500E5001032A,5X5,SLP,,440.0,,Full Cut
FR5083,5.0,165.53,NQC500E5001032U,5X5,SLP,,440.0,,Full Cut
FR5083,5.0,165.53,NQC500E5001032Z,5X5,SLP,,440.0,,Full Cut
FR5083,5.0,165.53,TQ-500E5001032K,5X5,SLP,,440.0,,Full Cut
FR5084,5.0,226.75,TQ-300E4001020Z,4X3,SLP,,910.0,,Full Cut
FR5084,5.0,226.75,TQC300E4001020Z,4X3,SLP,,910.0,,Full Cut
FR5088,5.0,176.87,NQ-900E9001064U,9X9,SLP,,120.0,,Full Cut
FR5088,5.0,176.87,NQ-900E900B064A,9X9,QFN,Copper,120.0,CU,
FR5088,5.0,176.87,NQ-900E900B064U,9X9,QFN,Copper,120.0,CU,
FR5088,5.0,176.87,NQC900E9001064U,9X9,SLP,,120.0,,Full Cut
FR5127,5.0,151.38,NQ-900E9001064E,9X9,SLP,,120.0,,Full Cut
FR5127,5.0,151.38,NQ-900E900B064E,9X9,QFN,Copper,120.0,CU,
FR5127,5.0,151.38,NQC900E9001064E,9X9,SLP,,120.0,,Full Cut
FR5127,5.0,151.38,NQC900E900B064E,9X9,QFN,Copper,120.0,CU,
FR5127,5.0,151.38,NQC900E900X064A,9X9,SFS,,120.0,,
FR5127,5.0,151.38,NQC900E900X064E,9X9,SFS,,120.0,,
FR5131,5.0,228.42,NQ-550D3501024U,3.5X5.5,SLP,,560.0,,Full Cut
FR5131,5.0,228.42,NQC550D3501024U,3.5X5.5,SLP,,560.0,,Full Cut
FR5131,5.0,228.42,NQC550D3501024Z,3.5X5.5,SLP,,560.0,,Full Cut
FR5131,5.0,228.42,NQC550E3501024K,5.5X3.5,SLP,,560.0,,Full Cut
FR5131,5.0,228.42,NQC550E3501024U,3.5X5.5,SLP,,560.0,,Full Cut
FR5145,5.0,229.98,NQ-300E3001016Z,3X3,SLP,,1170.0,,Full Cut
FR5145,5.0,229.98,NQ-300E300B016Z,3X3,QFN,0,1170.0,CU,
FR5145,5.0,229.98,NQC300E3001016Z,3X3,SLP,,1170.0,,Full Cut
FR5147,5.0,174.2,NQ-500E5001032Z,5X5,SLP,,440.0,,Full Cut
FR5147,5.0,174.2,NQC500E5001032U,5X5,SLP,,440.0,,Full Cut
FR5157,5.0,172.35,4QZ500M500U031U,5X5,QFN,0,440.0,CU,
FR5157,5.0,172.35,TQC500E500U031U,5X5,QFN,0,440.0,CU,
FR5157,5.0,172.35,TQC500M500U031U,5X5,QFN,0,440.0,CU,
FR5171,5.0,138.26,NQC350E4501020Z,4.5X3.5,SLP,,720.0,,Full Cut
FR5174,3.0,231.3,NQ-350E450B020Y,4.5X3.5,QFN,Full PPF,660.0,Full PPF,
FR5177,5.0,177.42,4Q-500M600U041U,6X5,QFN,0,360.0,CU,
FR5177,5.0,177.42,4QC500M600U041U,6X5,QFN,0,360.0,CU,
FR5193,5.0,224.22,NQ-400E4001024Z,4X4,SLP,,700.0,,Full Cut
FR5193,5.0,224.22,NQC400E4001024A,4X4,SLP,,700.0,,Full Cut
FR5193,5.0,224.22,NQC400E4001024U,4X4,SLP,,700.0,,Full Cut
FR5193,5.0,224.22,NQC400E4001024Z,4X4,SLP,,700.0,,Full Cut
FR5193,5.0,224.22,NQC400E400B024Z,4X4,QFN,0,700.0,CU,
FR5210,5.0,160.74,TQ-500E600U039U,5X6,QFN,Copper,360.0,CU,
FR5210,5.0,160.74,TQ-500E600U039W,5X6,QFN,Copper,360.0,CU,
FR5210,5.0,160.74,TQZ500M600U039U,5X6,QFN,Copper,360.0,CU,
FR5210,5.0,160.74,TQZ500M600U039W,5X6,QFN,Copper,360.0,CU,
FR5222,5.0,152.92,TQC500M600U039U,6X5,QFN,0,360.0,CU,
FR5230,5.0,170.42,TQ-400E500U025U,5X4,QFN,Copper,560.0,CU,
FR5230,5.0,170.42,TQ-400M500U025U,5X4,QFN,Copper,560.0,CU,
FR5230,5.0,170.42,TQC400M500U025U,4X5,QFN,Copper,560.0,CU,
FR6014,5.0,187.17,NQ-500E5001032A,5X5,SLP,,440.0,,Full Cut
FR6014,5.0,187.17,NQ-500E5001032K,5X5,SLP,,440.0,,Full Cut
FR6014,5.0,187.17,NQ-500E5001032U,5X5,SLP,,440.0,,Full Cut
FR6014,5.0,187.17,NQ-500E500B032A,5X5,QFN,Copper,440.0,CU,
FR6014,5.0,187.17,NQ-500E500B032K,5X5,QFN,Copper,440.0,CU,
FR6014,5.0,187.17,NQ-500E500B032U,5X5,QFN,Copper,440.0,CU,
FR6014,5.0,187.17,NQ-500E500X032A,5X5,SFS,,440.0,,
FR6014,5.0,187.17,NQ-500S5001032A,5X5,SLP,,440.0,,Full Cut
FR6014,5.0,187.17,NQ-500S5001032K,5X5,SLP,,440.0,,Full Cut
FR6014,5.0,187.17,NQC500E5001032A,5X5,SLP,,440.0,,Full Cut
FR6014,5.0,187.17,NQC500E5001032U,5X5,SLP,,440.0,,Full Cut
FR6014,5.0,187.17,NQC500E500B032U,5X5,QFN,Copper,440.0,CU,
FR6014,5.0,187.17,NQC500S5001032U,5X5,SLP,,440.0,,Full Cut
FR6014,5.0,187.17,TQC500E500B032E,5X5,QFN,Copper,440.0,CU,
FR6016,5.0,279.8,ND-300E3001008A,3X3,SLP,,1170.0,,Full Cut
FR6016,5.0,279.8,ND-300E3001008K,3X3,SLP,,1170.0,,Full Cut
FR6016,5.0,279.8,ND-300E300C008A,3X3,QFN,Copper,1170.0,CU,
FR6016,5.0,279.8,ND-300E300X008K,3X3,SFS,,1170.0,,
FR6016,5.0,279.8,NDC300E3001008A,3X3,SLP,,1170.0,,Full Cut
FR6016,5.0,279.8,NDC300E3001008U,3X3,SLP,,1170.0,,Full Cut
FR6022,5.0,189.22,MQC400E4001024A,4X4,SLP,,700.0,,Full Cut
FR6022,5.0,189.22,MQC400E4001024K,4X4,SLP,,700.0,,Full Cut
FR6022,5.0,189.22,NQ-400E4001024A,4X4,SLP,,700.0,,Full Cut
FR6022,5.0,189.22,NQ-400E4001024K,4X4,SLP,,700.0,,Full Cut
FR6022,5.0,189.22,NQC400E4001024K,4X4,SLP,,700.0,,Full Cut
FR6022,5.0,189.22,NQC400E4001024U,4X4,SLP,,700.0,,Full Cut
FR6026,5.0,198.7,TQ-400E5001028A,5X4,SLP,,550.0,,Full Cut
FR6026,5.0,198.7,TQ-400E5001028K,5X4,SLP,,550.0,,Full Cut
FR6026,5.0,198.7,TQ-400E500B028K,4X5,QFN,Copper,550.0,CU,
FR6053,5.0,195.89,NQ-400E4001024A,4X4,SLP,,700.0,,Full Cut
FR6053,5.0,195.89,NQ-400E4001024K,4X4,SLP,,700.0,,Full Cut
FR6053,5.0,195.89,NQ-400E4001024U,4X4,SLP,,700.0,,Full Cut
FR6053,5.0,195.89,NQC400E4001024A,4X4,SLP,,700.0,,Full Cut
FR6053,5.0,195.89,NQC400E4001024U,4X4,SLP,,700.0,,Full Cut
FR6053,5.0,195.89,NQC400E400B024A,4X4,QFN,Copper,700.0,CU,
FR6053,5.0,195.89,TQC400E4001024A,4X4,SLP,,700.0,,Full Cut
FR6053,5.0,195.89,TQC400E4001024E,4X4,SLP,,700.0,,Full Cut
FR6053,5.0,195.89,TQC400E400B024E,4X4,QFN,Copper,700.0,CU,
FR6055,5.0,208.24,NQC400E4001024A,4X4,SLP,,700.0,,Full Cut
FR6055,5.0,208.24,NQC400E4001024K,4X4,SLP,,700.0,,Full Cut
FR6059,5.0,166.8,NQ-700E7001048A,7X7,SLP,,240.0,,Full Cut
FR6059,5.0,166.8,NQC700E7001048A,7X7,SLP,,240.0,,Full Cut
FR6059,5.0,166.8,NQC700E7001048K,7X7,SLP,,240.0,,Full Cut
FR6059,5.0,166.8,NQC700E700B048A,7X7,QFN,Copper,240.0,CU,
FR6059,5.0,166.8,TQ-700E7001048A,7X7,SLP,,240.0,,Full Cut
FR6059,5.0,166.8,TQ-700E7001048E,7X7,SLP,,240.0,,Full Cut
FR6059,5.0,166.8,TQ-700E700B048A,7X7,QFN,Copper,240.0,CU,
FR6059,5.0,166.8,TQC700E7001048A,7X7,SLP,,240.0,,Full Cut
FR6059,5.0,166.8,TQC700E7001048E,7X7,SLP,,240.0,,Full Cut
FR6059,5.0,166.8,TQC700E700B048E,7X7,QFN,Copper,374.0,CU,
FR6084,5.0,379.5,TD-170E2501002E,2.5X1.7,SLP,,2325.0,,Full Cut
FR6084,5.0,379.5,TD-170E2501002K,2.5X1.7,SLP,,2325.0,,Full Cut
FR6103,5.0,235.25,TQ-300E4001018C,4X3,SLP,,910.0,,Full Cut
FR6103,5.0,235.25,TQ-300E4001018N,3X4,SLP,,910.0,,Full Cut
FR6131,5.0,154.77,NQ-A00EA001072U,10X10,SLP,,120.0,,Full Cut
FR6131,5.0,154.77,TQ-A00EA001072U,10X10,SLP,,120.0,,Full Cut
FR6131,5.0,154.77,TQ-A00MA001072A,10X10,SLP,,120.0,,Full Cut
FR6131,5.0,154.77,TQ-A00MA001072U,10X10,SLP,,120.0,,Full Cut
FR6131,5.0,154.77,TQCA00EA001072U,10X10,SLP,,120.0,,Full Cut
FR6131,5.0,154.77,TQCA00MA001072U,10X10,SLP,,120.0,,Full Cut
FR6133,5.0,176.93,TQ-700E7001048K,7X7,SLP,,240.0,,Full Cut
FR6133,5.0,176.93,TQ-700M7001048A,7X7,SLP,,240.0,,Full Cut
FR6133,5.0,176.93,TQ-700M7001048K,7X7,SLP,,240.0,,Full Cut
FR6133,5.0,176.93,TQC700E7001048K,7X7,SLP,,240.0,,Full Cut
FR6133,5.0,176.93,TQC700M7001048A,7X7,SLP,,240.0,,Full Cut
FR6133,5.0,176.93,TQC700M7001048K,7X7,SLP,,240.0,,Full Cut
FR6146,5.0,479.33,TQ-200E2001012N,2X2,SLP,,2470.0,,Full Cut
FR6164,5.0,158.35,NQ-900E9001064A,9X9,SLP,,120.0,,Full Cut
FR6164,5.0,158.35,NQ-900E9001064U,9X9,SLP,,120.0,,Full Cut
FR6164,5.0,158.35,TQ-900E9001064U,9X9,SLP,,120.0,,Full Cut
FR6164,5.0,158.35,TQ-900M9001064U,9X9,SLP,,120.0,,Full Cut
FR6164,5.0,158.35,TQC900E9001064U,9X9,SLP,,120.0,,Full Cut
FR6164,5.0,158.35,TQC900M9001064U,9X9,SLP,,120.0,,Full Cut
FR6170,5.0,209.93,TQ-425E4251022C,4.25X4.25,SLP,,540.0,,Full Cut
FR6170,5.0,209.93,TQ-425E4251022W,4.25X4.25,SLP,,540.0,,Full Cut
FR6195,5.0,275.37,TQ-500E5001032K,5X5,SLP,,440.0,,Full Cut
FR6195,5.0,275.37,TQC500E5001032K,5X5,SLP,,440.0,,Full Cut
FRA001,5.0,224.25,NQC400E400A032K,4X4,QFN,0,700.0,CU,
FRA038,5.0,273.83,TD-500M300B016K,3X5,QFN,0,715.0,CU,
FRA058,5.0,173.36,TQ-600E600B040K,6X6,QFN,0,315.0,CU,
FRA058,5.0,173.36,TQ-600M600B040K,6X6,QFN,0,315.0,CU,
FRA065,5.0,185.94,TDC330E330C008U,3.3X3.3,QFN,0,880.0,CU,
FRA066,5.0,213.9,NQ-400E5001022C,5X4,SLP,,550.0,,Full Cut
FRA066,5.0,213.9,NQ-400E5001022N,5X4,SLP,,550.0,,Full Cut
FRA066,5.0,213.9,NQ-400E500B022C,5X4,QFN,0,550.0,CU,
FRA066,5.0,213.9,NQ-400E500B022N,5X4,QFN,0,550.0,CU,
FRA068,5.0,238.33,TD-500D300B016K,3X5,QFN,0,715.0,CU,
FRA068,5.0,238.33,TD-500E300B016K,3X5,QFN,0,715.0,CU,
FRA068,5.0,238.33,TD-500M300B016K,3X5,QFN,0,715.0,CU,
FRA068,5.0,238.33,TDC500E300B016K,3X5,QFN,0,715.0,CU,
FRA077,5.0,206.14,TQ-500E700B038K,5X7,QFN,0,320.0,CU,
FRA111,5.0,235.0,NDG300E220Z004K,3X2.2,QFN,0,1530.0,CU,
FRA131,5.0,136.45,TQCA00MA001088U,10X10,SLP,,120.0,,Full Cut
FRA132,5.0,187.91,TQCA00MA001072U,10X10,SLP,,120.0,,Full Cut
FRA149,5.0,300.83,TQ-200E200M010N,2X2,QFN,0,2470.0,CU,
FRA150,5.0,216.48,MQD350E4501016N,4.5X3.5,SLP,,660.0,,Full Cut
FRA150,5.0,216.48,NQ-350E4501016N,4.5X3.5,SLP,,660.0,,Full Cut
FRA159,5.0,228.29,NQ-400E3501014N,3.5X4,SLP,,770.0,,Full Cut
FRA163,5.0,177.6,NQ-550E5001032N,5X5.5,SLP,,385.0,,Full Cut
FRV003,5.0,159.51,TQC500E600M039U,5X6,QFN,0,360.0,CU,
FRV003,5.0,159.51,TQC500M600U039U,6X5,QFN,0,360.0,CU,
FU0003,3.0,344.1,UQ-140E180A010D,1.8X1.4,QFN,Full PPF,3600.0,Full PPF,
FU0003,3.0,344.1,UQ-140E180A010P,1.8X1.4,QFN,Full PPF,3600.0,Full PPF,
FU0029,3.0,223.32,UQ-500E500B032D,5X5,QFN,0,440.0,0,
FU0029,3.0,223.32,UQ-500E500B032P,5X5,QFN,0,440.0,0,
FU0054,5.0,164.88,UQ-500E500A040A,5X5,QFN,Copper,440.0,CU,
FU0054,5.0,164.88,UQ-500E500A040K,5X5,QFN,Copper,440.0,CU,
FU0151,5.0,250.17,UQ-400E400A032A,4X4,QFN,Copper,700.0,CU,
FU0151,5.0,250.17,UQC400E400A032A,4X4,QFN,Copper,700.0,CU,
FU0151,5.0,250.17,UQC400E400A032K,4X4,QFN,Copper,700.0,CU,
FU0207,3.0,202.08,UQ-400E400B024P,4X4,QFN,0,700.0,0,
FU0207,3.0,202.08,UQC400E400B024P,4X4,QFN,0,700.0,0,
FU0219,3.0,265.26,UD-200E200C006P,2X2,QFN,0,2470.0,0,
FU0227,3.0,234.23,XQ-405E450A038P,4.5X4.05,QFN,0,600.0,0,
FU0227,3.0,234.23,XQC405E450A038P,4.5X4.05,QFN,0,600.0,0,
FU0242,3.0,222.02,IQC500E500A040P,5X5,QFN,0,440.0,0,
FU0242,3.0,222.02,UQC500E500A040D,5X5,QFN,0,440.0,0,
FU0242,3.0,222.02,UQC500E500A040J,5X5,QFN,0,440.0,0,
FU0242,3.0,222.02,UQC500E500A040P,5X5,QFN,0,440.0,0,
FU0245,3.0,283.55,XD-200E250B008D,2X2.5,QFN,0,1950.0,0,
FU0245,3.0,283.55,XD-200E250B008P,2X2.5,QFN,0,1950.0,0,
FU0256,5.0,522.31,XD-150E110B006C,1.5X1.1,QFN,Copper,5270.0,CU,
FU0256,5.0,522.31,XD-150E110B006N,1.5X1.1,QFN,Copper,5270.0,CU,
FU0256,5.0,522.31,XD-150E120B006C,1.5X1.2,QFN,Copper,4920.0,CU,
FU0264,3.0,520.21,IQ-250S300Z012D,2.5X3,QFN,0,1350.0,0,
FU0264,3.0,520.21,IQ-250S300Z012P,2.5X3,QFN,0,1350.0,0,
FU0267,5.0,474.38,XD-150E120B006C,1.5X1.2,QFN,0,4920.0,CU,
FU0267,5.0,474.38,XD-150E120B006N,1.5X1.2,QFN,0,4930.0,CU,
